Semester,Session,Batch,Roll No.,Assignment,Midterm,Ori Online Participation,Online Participation,Ori Group Project,Group Project,COURSEWORK,Alternative Assessment 01,Alternative Assessment 02,FINALS,TOTAL MARKS,GRADE
1,2021/2022,9,PDS467,8.5,13.0,8.0,8.0,15.0,15.0,44.5,16.0,16.0,32.0,76.5,A-
1,2021/2022,9,PDS468,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,F
1,2021/2022,9,PDS469,8.0,14.0,10.0,10.0,17.0,17.0,49.0,13.0,14.0,27.0,76.0,A-
1,2021/2022,9,PDS470,7.0,16.0,4.0,4.0,18.0,18.0,45.0,12.0,13.0,25.0,70.0,B+
1,2021/2022,9,PDS471,7.0,17.0,10.0,10.0,18.0,18.0,52.0,12.0,12.0,24.0,76.0,A-
1,2021/2022,9,PDS472,9.0,18.0,10.0,10.0,15.0,15.0,52.0,18.0,16.0,34.0,86.0,A
1,2021/2022,9,PDS473,10.0,19.0,10.0,10.0,17.0,17.0,56.0,17.0,15.0,32.0,88.0,A
1,2021/2022,9,PDS474,8.5,15.0,10.0,10.0,14.0,14.0,47.5,15.0,8.0,23.0,70.5,B+
1,2021/2022,9,PDS475,8.0,18.0,10.0,10.0,18.0,18.0,54.0,16.0,10.0,26.0,80.0,A
1,2021/2022,9,PDS476,9.0,11.0,6.0,6.0,15.0,15.0,41.0,14.0,10.0,24.0,65.0,B
1,2021/2022,9,PDS477,8.0,18.0,10.0,10.0,14.0,14.0,50.0,17.0,14.0,31.0,81.0,A
1,2021/2022,9,PDS478,9.0,13.0,10.0,10.0,17.0,17.0,49.0,11.0,10.0,21.0,70.0,B+
1,2021/2022,9,PDS479,8.5,18.0,10.0,10.0,18.0,18.0,54.5,14.0,15.0,29.0,83.5,A
1,2021/2022,9,PDS480,9.0,17.0,10.0,10.0,17.0,17.0,53.0,16.0,15.0,31.0,84.0,A
1,2021/2022,9,PDS481,10.0,16.0,10.0,10.0,14.0,14.0,50.0,13.0,8.0,21.0,71.0,B+
1,2021/2022,9,PDS482,10.0,17.0,10.0,10.0,14.0,14.0,51.0,18.0,17.0,35.0,86.0,A
1,2021/2022,9,PDS483,8.0,14.0,10.0,10.0,18.0,18.0,50.0,15.0,15.0,30.0,80.0,A
1,2021/2022,9,PDS484,8.0,15.0,10.0,10.0,14.0,14.0,47.0,12.0,13.0,25.0,72.0,B+
1,2021/2022,9,PDS485,9.0,15.0,6.0,6.0,17.0,17.0,47.0,14.0,0.0,14.0,61.0,B-
1,2021/2022,9,PDS486,9.0,17.0,10.0,10.0,15.0,15.0,51.0,19.0,16.0,35.0,86.0,A
1,2021/2022,9,PDS487,7.5,20.0,10.0,10.0,17.0,17.0,54.5,18.0,16.0,34.0,88.5,A
1,2021/2022,9,PDS488,7.0,17.0,10.0,10.0,17.0,17.0,51.0,13.0,13.0,26.0,77.0,A-
1,2021/2022,9,PDS489,10.0,18.0,10.0,10.0,18.0,18.0,56.0,18.0,16.0,34.0,90.0,A+
1,2021/2022,9,PDS490,9.5,14.0,10.0,10.0,18.0,18.0,51.5,15.0,10.0,25.0,76.5,A-
1,2021/2022,9,PDS491,9.0,16.0,10.0,10.0,16.0,16.0,51.0,14.0,16.0,30.0,81.0,A
1,2021/2022,9,PDS492,8.5,19.0,10.0,10.0,17.0,17.0,54.5,15.0,16.0,31.0,85.5,A
1,2021/2022,9,PDS493,9.0,15.0,10.0,10.0,14.0,14.0,48.0,17.0,15.0,32.0,80.0,A
1,2021/2022,9,PDS494,7.0,14.0,10.0,10.0,18.0,18.0,49.0,13.0,8.0,21.0,70.0,B+
1,2021/2022,9,PDS495,7.0,16.0,8.0,8.0,15.0,15.0,46.0,15.0,10.0,25.0,71.0,B+
1,2021/2022,9,PDS496,7.0,16.0,10.0,10.0,18.0,18.0,51.0,18.0,14.0,32.0,83.0,A
1,2021/2022,9,PDS497,9.0,16.0,10.0,10.0,16.0,16.0,51.0,16.0,14.0,30.0,81.0,A
1,2021/2022,9,PDS498,7.5,18.0,9.0,9.0,18.0,18.0,52.5,10.0,10.0,20.0,72.5,B+
1,2021/2022,9,PDS499,8.0,20.0,10.0,10.0,17.0,17.0,55.0,15.0,15.0,30.0,85.0,A
1,2021/2022,9,PDS500,8.0,19.0,10.0,10.0,17.0,17.0,54.0,17.0,16.0,33.0,87.0,A
1,2021/2022,9,PDS501,8.0,14.0,10.0,10.0,18.0,18.0,50.0,15.0,11.0,26.0,76.0,A-
1,2021/2022,9,PDS502,8.5,18.0,10.0,10.0,15.0,15.0,51.5,17.0,16.0,33.0,84.5,A
1,2021/2022,9,PDS503,10.0,14.0,8.0,8.0,14.0,14.0,46.0,15.0,9.0,24.0,70.0,B+
1,2021/2022,9,PDS504,8.0,17.0,10.0,10.0,16.0,16.0,51.0,12.0,15.0,27.0,78.0,A-
